PRESIDENT 2012
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,Nebraska,20121106,N/A,GRANT,County,363,322,"Romney, W. Mitt",Challenger,30,"Obama, Barack H.",Incumbent,Libertarian,7,"Johnson, Gary E.",Challenger,4,292,R,88.71,8.26,1.93,1.10,91.48,8.52,"The other vote was: Terry, Randall (Independent) 4; Scattered Write-In (Write-in) 0",,"The other vote was: Terry, Randall (Independent) 4; Scattered Write-In (Write-in) 0"
President,Nebraska,20121106,N/A,GREELEY,County,"1,185",820,"Romney, W. Mitt",Challenger,340,"Obama, Barack H.",Incumbent,Libertarian,12,"Johnson, Gary E.",Challenger,13,480,R,69.20,28.69,1.01,1.10,70.69,29.31,"The other vote was: Terry, Randall (Independent) 9; Scattered Write-In (Write-in) 4",,"The other vote was: Terry, Randall (Independent) 9; Scattered Write-In (Write-in) 4"
President,Nebraska,20121106,N/A,HALL,County,"20,229","12,646","Romney, W. Mitt",Challenger,"7,161","Obama, Barack H.",Incumbent,Libertarian,275,"Johnson, Gary E.",Challenger,147,"5,485",R,62.51,35.40,1.36,.73,63.85,36.15,"The other vote was: Terry, Randall (Independent) 70; Scattered Write-In (Write-in) 77",,"The other vote was: Terry, Randall (Independent) 70; Scattered Write-In (Write-in) 77"
President,Nebraska,20121106,N/A,HAMILTON,County,"4,871","3,600","Romney, W. Mitt",Challenger,"1,146","Obama, Barack H.",Incumbent,Libertarian,80,"Johnson, Gary E.",Challenger,45,"2,454",R,73.91,23.53,1.64,.92,75.85,24.15,"The other vote was: Terry, Randall (Independent) 26; Scattered Write-In (Write-in) 19",,"The other vote was: Terry, Randall (Independent) 26; Scattered Write-In (Write-in) 19"
President,Nebraska,20121106,N/A,HARLAN,County,"1,778","1,395","Romney, W. Mitt",Challenger,354,"Obama, Barack H.",Incumbent,Libertarian,20,"Johnson, Gary E.",Challenger,9,"1,041",R,78.46,19.91,1.12,.51,79.76,20.24,"The other vote was: Terry, Randall (Independent) 6; Scattered Write-In (Write-in) 3",,"The other vote was: Terry, Randall (Independent) 6; Scattered Write-In (Write-in) 3"
President,Nebraska,20121106,N/A,HAYES,County,539,476,"Romney, W. Mitt",Challenger,51,"Obama, Barack H.",Incumbent,Libertarian,11,"Johnson, Gary E.",Challenger,1,425,R,88.31,9.46,2.04,.19,90.32,9.68,"The other vote was: Terry, Randall (Independent) 1; Scattered Write-In (Write-in) 0",,"The other vote was: Terry, Randall (Independent) 1; Scattered Write-In (Write-in) 0"
President,Nebraska,20121106,N/A,HITCHCOCK,County,"1,495","1,178","Romney, W. Mitt",Challenger,274,"Obama, Barack H.",Incumbent,Libertarian,27,"Johnson, Gary E.",Challenger,16,904,R,78.80,18.33,1.81,1.07,81.13,18.87,"The other vote was: Terry, Randall (Independent) 13; Scattered Write-In (Write-in) 3",,"The other vote was: Terry, Randall (Independent) 13; Scattered Write-In (Write-in) 3"
President,Nebraska,20121106,N/A,HOLT,County,"4,939","3,922","Romney, W. Mitt",Challenger,882,"Obama, Barack H.",Incumbent,Libertarian,69,"Johnson, Gary E.",Challenger,66,"3,040",R,79.41,17.86,1.40,1.34,81.64,18.36,"The other vote was: Terry, Randall (Independent) 38; Scattered Write-In (Write-in) 28",,"The other vote was: Terry, Randall (Independent) 38; Scattered Write-In (Write-in) 28"
President,Nebraska,20121106,N/A,HOOKER,County,395,330,"Romney, W. Mitt",Challenger,59,"Obama, Barack H.",Incumbent,Libertarian,2,"Johnson, Gary E.",Challenger,4,271,R,83.54,14.94,.51,1.01,84.83,15.17,"The other vote was: Terry, Randall (Independent) 3; Scattered Write-In (Write-in) 1",,"The other vote was: Terry, Randall (Independent) 3; Scattered Write-In (Write-in) 1"
President,Nebraska,20121106,N/A,HOWARD,County,"2,870","1,890","Romney, W. Mitt",Challenger,914,"Obama, Barack H.",Incumbent,Libertarian,33,"Johnson, Gary E.",Challenger,33,976,R,65.85,31.85,1.15,1.15,67.40,32.60,"The other vote was: Terry, Randall (Independent) 19; Scattered Write-In (Write-in) 14",,"The other vote was: Terry, Randall (Independent) 19; Scattered Write-In (Write-in) 14"
