PRESIDENT 2012
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,Delaware,20121106,N/A,KENT,County,"68,680","32,135","Romney, W. Mitt",Challenger,"35,527","Obama, Barack H.",Incumbent,Libertarian,677,"Johnson, Gary E.",Challenger,341,"3,392",D,46.79,51.73,.99,.50,47.49,52.51,"The other vote was: Stein, Jill (Green) 333; Goode, Virgil H. Jr. (Write-in) 6; Scattered Write-In (Write-in) 2",,"The other vote was: Stein, Jill (Green) 333; Goode, Virgil H. Jr. (Write-in) 6; Scattered Write-In (Write-in) 2"
President,Delaware,20121106,N/A,NEW CASTLE,County,"252,012","81,230","Romney, W. Mitt",Challenger,"167,082","Obama, Barack H.",Incumbent,Libertarian,"2,486","Johnson, Gary E.",Challenger,"1,214","85,852",D,32.23,66.30,.99,.48,32.71,67.29,"The other vote was: Stein, Jill (Green) 1,198; Goode, Virgil H. Jr. (Write-in) 12; Scattered Write-In (Write-in) 4",,"The other vote was: Stein, Jill (Green) 1,198; Goode, Virgil H. Jr. (Write-in) 12; Scattered Write-In (Write-in) 4"
President,Delaware,20121106,N/A,SUSSEX,County,"93,229","52,119","Romney, W. Mitt",Challenger,"39,975","Obama, Barack H.",Incumbent,Libertarian,719,"Johnson, Gary E.",Challenger,416,"12,144",R,55.90,42.88,.77,.45,56.59,43.41,"The other vote was: Stein, Jill (Green) 409; Goode, Virgil H. Jr. (Write-in) 5; Scattered Write-In (Write-in) 2",,"The other vote was: Stein, Jill (Green) 409; Goode, Virgil H. Jr. (Write-in) 5; Scattered Write-In (Write-in) 2"
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepDemPluralityVotesAll,RepDemPluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,Delaware,"413,921","165,484","242,584","3,882","1,971","77,100",D,"77,100",D,39.98,58.61,.94,.48,40.55,59.45
,
,
,
