PRESIDENT 1968
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,Delaware,19681105,N/A,KENT,County,"24,888","11,082","Nixon, Richard M.",Challenger,"9,055","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"4,751","Wallace, George C.",Challenger,N/A,"2,027",R,44.53,36.38,19.09,.00,55.03,44.97,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,Delaware,19681105,N/A,NEW CASTLE,County,"156,413","70,014","Nixon, Richard M.",Challenger,"68,468","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"17,931","Wallace, George C.",Challenger,N/A,"1,546",R,44.76,43.77,11.46,.00,50.56,49.44,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,Delaware,19681105,N/A,SUSSEX,County,"33,066","15,618","Nixon, Richard M.",Challenger,"11,671","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"5,777","Wallace, George C.",Challenger,N/A,"3,947",R,47.23,35.30,17.47,.00,57.23,42.77,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepDemPluralityVotesAll,RepDemPluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,Delaware,"214,367","96,714","89,194","28,459",N/A,"7,520",R,"7,520",R,45.12,41.61,13.28,.00,52.02,47.98
,
,
,
